ra,dec,mag,ci,proper,hip,spect,gl
3.7102,17.2935,7.07,0.659,,17336,G0,
3.7103,8.6346,7.05,0.273,,17337,A2,
3.7119,59.9694,5.74,1.736,,17342,K4Ib,
3.7125,69.8457,6.98,0.2,,17347,A3+...,
3.7139,-37.3135,4.59,1.191,,17351,K2IIICN...,
3.7154,47.7876,3.01,-0.125,,17358,B5III SB,
3.718,-50.6431,6.97,0.511,,17364,G1V,
3.7195,-31.0193,7.07,1.431,,17373,M4III,
3.7208,-9.7634,3.52,0.915,Rana,17378,K0IV,Gl 150
3.7229,-2.0696,7.14,1.086,,17383,K0,
3.7261,-10.4857,5.59,0.216,,17395,A5m,
3.7293,-9.603,7.2,1.097,,17406,K0,
3.7298,19.665,6.13,0.994,,17408,G8III,
3.732,-19.1109,7.1,0.927,,17420,K2V,
3.7327,-28.6286,7.25,0.347,,17422,Fm...,
3.7351,-40.6603,6.45,1.059,,17436,K1III,
3.7351,48.5237,6.06,1.552,,17437,K4III,
3.7359,-38.2818,6.99,0.87,,17439,K1V,Gl 152
3.7366,-64.8069,3.84,1.133,,17440,K0IV SB,Gl 154.2
3.7386,32.2882,3.84,0.022,Atik,17448,B1III,
3.7412,20.9287,6.09,0.028,,17453,A0V,
3.7418,-1.1631,5.24,-0.088,,17457,B7V,
3.7421,36.4601,5.6,0.062,,17460,A2m,
3.7427,-54.274,6.29,1.035,,17464,K1III,
3.7437,27.8974,6.75,0.37,,17470,F0,
3.7447,46.0998,6.1,0.291,,17475,A7IV,
3.7458,27.9211,6.86,0.642,,17482,G2IV,
3.7467,24.2895,5.45,-0.034,Celaeno,17489,B7IV,
3.7474,-48.0613,6.49,1.011,,17493,G8/K0III,
3.7479,24.1133,3.72,-0.105,Electra,17499,B6III,
3.749,-0.2967,5.56,1.411,,17506,K4III,
3.7508,2.6213,6.65,0.487,,17519,F5,
3.752,74.5426,6.71,1.004,,17523,G5,
3.7527,24.8393,5.66,-0.064,,17527,B8V,
3.7532,42.5785,3.77,0.425,,17529,F5IIvar,
3.7535,24.4673,4.3,-0.11,Taygeta,17531,B6V,
3.7544,-47.3595,5.72,0.961,,17534,K1III,
3.7566,-71.6581,6.26,-0.123,,17543,B8V,
3.7577,47.6604,7.18,-0.011,,17548,B9,
3.7586,42.0069,6.89,-0.022,,17549,A0,
3.7592,-25.9155,6.97,0.283,,17553,F0IV/V,
3.7603,38.6763,6.45,1.195,,17558,K0,
3.7612,6.05,5.34,-0.099,,17563,B3V,
3.7636,23.1471,6.85,0.06,,17572,A0V,
3.7638,24.3677,3.87,-0.063,Maia,17573,B8III,
3.764,55.0638,6.83,0.21,,17575,A5,
3.7651,24.5545,5.76,-0.036,Asterope,17579,B8V,
3.7665,45.6819,5.66,-0.08,,17584,B6V,
3.7669,67.2016,5.79,0.347,,17585,F0IV,
3.7673,63.345,4.78,0.747,,17587,A3V...,
3.7675,24.5279,6.43,-0.02,,17588,A0Vn,
3.769,-12.1016,4.43,1.604,,17593,M1III,
3.7693,6.8035,5.91,0.992,,17595,G9III,
3.7704,-9.8828,6.87,1.142,,17601,K0,
3.7705,71.6181,6.97,0.965,,17602,G5,
3.7721,23.9484,4.14,-0.051,Merope,17608,B6IV,
3.774,13.5091,6.88,0.069,,17617,A0,
3.7743,-29.3382,5.91,0.11,,17618,A2V,
3.778,32.2902,6.68,0.036,,17631,B3IV...,
3.7783,-25.3572,7.18,1.056,,17635,K1II,
3.7808,-23.2497,4.22,0.434,,17651,F3/F5V,Gl 155
3.7832,24.5201,6.83,0.021,,17664,B9.5V,
3.7836,-30.0553,7.06,1.598,,17667,M1III,
3.7843,8.9549,7.12,1.204,,17670,G5,
3.7863,51.7064,6.9,0.373,,17675,F0,
3.7873,-74.239,3.26,1.59,,17678,M2III,
3.7878,44.0737,7.06,0.007,,17681,B9,
3.7881,23.7268,6.98,0.542,,17684,F8IV,
3.7888,-50.754,6.58,1.325,,17688,K3III,
3.7889,-29.9017,6.54,0.509,,17689,F5V,
3.7892,23.8033,6.99,0.03,,17692,A1V,
3.7895,-29.4686,6.93,1.103,,17693,K1III,
3.7914,24.1051,2.85,-0.086,Alcyone,17702,B7III,
3.7915,24.2883,6.83,0.066,,17704,A0V...,
3.7923,55.922,6.09,-0.02,,17707,B9Vnn,
3.7943,-23.8747,5.24,0.075,,17717,A1V,
3.797,32.1954,6.26,0.474,,17732,G0,
3.7971,-36.1058,6.21,-0.102,,17734,B8V,
3.798,33.5999,6.57,0.035,,17735,B2.5V,
3.7989,-30.1679,5.52,0.973,,17738,G6III,
3.7997,-2.8614,6.98,0.256,,17744,A2,
3.7997,-26.3286,6.97,0.121,,17745,A3V,
3.8001,40.5306,7.25,0.634,,17747,F8,
3.8018,24.9884,6.44,1.701,,17759,K5,
3.8032,-74.6941,7.13,0.4,,17764,F3IV/V,
3.8045,11.1433,5.08,-0.125,,17771,B3V,
3.805,50.7368,6.18,0.028,,17772,B8Vn,
3.8058,23.4213,5.44,-0.067,,17776,B8V,
3.8069,-54.2938,6.89,0.592,,17785,A4V,
3.8084,24.3455,6.96,0.128,,17791,A1V,
3.8085,9.6459,6.68,1.2,,17792,K1III,
3.8099,-20.903,5.81,1.602,,17798,K5III,
3.81,-37.6202,4.3,-0.038,,17797,A+...,
3.8108,0.2279,5.91,1.224,,17805,K3III,
3.8112,78.1193,7.13,-0.049,,17810,B8,
3.8121,34.3103,7.12,0.71,,17815,F8,
3.813,-40.3992,7.24,0.56,,17819,F8V,
3.8132,-7.015,7.02,1.453,,17821,M5,
3.8142,-55,7.18,1.101,,17824,K0III,
3.8156,16.4595,7.22,0.432,,17830,F5,
3.8158,23.8571,6.47,0.377,,17832,F0,
3.8167,-26.0326,6.95,0.403,,17838,F3V,
3.8189,43.9631,5.95,0.279,,17846,A9IV,
3.8194,24.0534,3.62,-0.07,Atlas,17847,B8III,
3.8198,24.1367,5.05,-0.082,Pleione,17851,B7p,
3.8205,70.871,5.4,0.096,,17854,A2m,
3.822,-1.4533,6.55,1.004,,17856,G5,
3.8222,57.1183,6.46,0.061,,17858,A0Vn,
3.8226,-36.0925,6.75,1.615,,17861,K5/M0III,
3.8227,24.381,6.62,-0.027,,17862,B9.5V,
3.8241,57.1222,7.18,0.098,,17872,A0,
3.8242,-36.2002,4.17,0.927,,17874,G8III,
3.8243,52.6554,6.73,0.394,,17877,B0.5III,
3.825,80.3225,7.16,1.228,,17881,M5IIIvar,
3.8254,65.526,4.39,1.87,,17884,M1III,
3.8257,33.0914,5.14,0.057,,17886,A3V,
3.8268,63.297,5.82,0.189,,17891,A5Vn,
3.8273,22.5335,7.01,0.033,,17892,B9,
3.8273,67.1655,7.05,1.066,,17893,G8III,
3.8274,-2.3286,7.22,0.587,,17895,G0,
3.8288,23.7119,6.17,-0.046,,17900,B8V,
3.8296,9.4075,6.77,-0.026,,17907,B9,
3.832,22.2442,6.05,-0.006,,17921,B8III,
3.8328,23.8487,6.73,0.063,,17923,A0V...,
3.8341,-45.3854,6.93,0.913,,17925,G8III,
3.8343,37.8739,6.61,0.275,,17930,F0,
3.8346,44.9679,5.65,0.779,,17932,G2III...,
3.837,34.8201,6.77,0.321,,17943,F0,
3.8378,-1.5226,6.47,0.435,,17950,F2,
3.8379,-32.2854,6.93,1.54,,17951,K5III,
3.8386,25.5794,5.24,0.231,,17954,A2V,
3.8393,71.3323,4.59,0.064,,17959,A2IVn,
3.8403,52.4819,6.97,0.248,,17963,B1IV,
3.8417,34.0523,7.17,1.503,,17969,K5III,
3.843,-30.69,7.02,1.506,,17976,K4III,
3.8438,-36.4256,6.86,-0.044,,17982,B9.5V,
3.845,1.5639,6.6,0.398,,17988,F0,
3.8457,-38.9819,7.05,1.363,,17993,M5III,
3.8479,23.9615,6.95,0.078,,17999,A2V,
3.8501,69.1028,7.11,0.919,,18012,K0,
3.8544,13.0461,6.3,-0.058,,18033,B9p Si,
3.857,25.1629,6.79,0.16,,18046,A2,
3.8587,-21.2811,6.59,1.058,,18052,K0IIICN...,
3.8602,22.0314,6.71,1.12,,18059,K0III,
3.8616,68.5075,6.31,-0.057,,18067,B9IVp,
3.8616,-47.3169,6.7,0.283,,18066,A8III/IV,
3.8649,34.3591,5.78,-0.036,,18081,B1V,
3.8667,60.3366,6.91,1.384,,18088,K0,
3.8667,6.5349,5.66,0.046,,18089,B5V,
3.8679,31.1686,6.22,0.206,,18094,A5V,
3.8691,-1.1488,6.77,0.005,,18104,B9,
3.8698,25.1631,6.77,0.583,,18106,G0,
3.8714,-0.6556,6.82,0.22,,18109,A2,
3.8724,62.3448,6.73,0.161,,18113,A2,
3.8752,-5.0541,6.74,0.399,,18122,F0,
3.8759,40.3656,7.18,1.064,,18123,G5,
3.8777,32.4085,6.73,0.896,,18138,K0,
3.8782,-5.3613,5.48,-0.09,,18141,B8+...,
3.8805,-22.2763,7.09,0.304,,18153,A9V,
3.8857,-6.6337,6.56,-0.088,,18169,B9,
3.8861,17.3271,5.97,0.354,,18170,F4V,
3.8869,-18.4344,6.21,0.866,,18173,K0/K1III+..,
3.8909,-41.2227,7.22,0.53,,18187,F6V,
3.8917,2.1191,6.72,-0.05,,18190,B9,
3.8918,-14.9706,6.93,1.568,,18192,K4III,
3.8926,-46.8937,5.93,1.22,,18199,K3III,
3.8929,25.6829,6.35,0.11,,18201,A2V,
3.8941,48.6505,5.76,1.04,,18212,K0III,
3.8942,-34.7323,5.11,-0.133,,18213,B6/B7V,
3.8952,-24.6122,4.64,-0.136,,18216,B5V,
3.8953,57.9751,5.8,0.182,,18217,A5m,
3.8998,-23.1371,6.68,0.82,,18235,G8IV/V,
3.9022,31.8836,2.84,0.271,,18246,B1Ib,
3.9048,-27.6688,6.99,0.197,,18254,A4IV,
3.9049,-2.9547,4.46,0.672,,18255,G8III,
3.9064,-40.357,5.7,0.599,,18262,K0III...,
3.9078,16.6161,6.81,0.719,,18267,G0,GJ 3255
3.9094,-52.6904,6.46,0.158,,18275,A4V,
3.9097,-9.5204,7.06,0.365,,18277,F2,
3.9104,-46.4169,6.9,0.156,,18286,A3V,
3.9118,2.09,6.8,0.975,,18292,G5,
3.9163,-14.9059,7.11,1.71,,18318,M1III,
3.921,-38.7592,6.81,-0.029,,18337,Ap...,
3.9211,-12.0991,5.99,0.323,,18339,Ap SrEu(Cr),
3.9231,31.0458,6.79,0.081,,18350,O9.5pe,
3.9236,49.0406,6.85,0.486,,18353,B3II,
3.927,52.2268,6.82,0.518,,18366,F5,
3.9273,52.6413,6.74,0.349,,18370,O9IV-V,
3.9295,56.919,6.92,0.286,,18383,A7II,
3.9304,-4.5268,7.06,0.5,,18388,F5,
3.9328,47.8714,5.39,-0.073,,18396,B6V,
3.9344,-63.4637,6.14,1.094,,18401,K1/K2III,
3.9366,59.6419,6.53,0.698,,18413,G0,GJ 3257
3.941,-13.5975,6.37,1.585,,18428,M1III,
3.9413,-25.1813,6.88,0.748,,18432,G8V,GJ 3258
3.9413,35.0809,5.49,-0.058,,18434,B1.5V,
3.9415,-38.9622,6.89,0.023,,18437,A0V,
3.9418,71.8216,6.31,0.333,,18438,A5m,
3.9421,-10.8531,6.56,0.498,,18440,F5,
3.9434,74.08,6.75,1.513,,18451,K0,
3.9435,50.6954,5.28,0.425,,18453,F5IV,
3.9438,3.0579,7.02,1.183,,18454,K0,
3.9439,-9.7508,6.18,0.269,,18455,F1V,
3.9476,-48.4784,7.24,0.953,,18469,K0III,
3.9478,22.478,5.62,0.345,,18471,F2IV,
3.9505,6.04,6.09,0.058,,18481,A2Vn,
3.9505,-40.0369,6.97,1.31,,18482,K2III,
3.9511,23.1756,6.05,0.031,,18485,B9.5IV,
3.9523,61.1089,4.99,1.435,,18488,K3I-II,
3.9531,21.3236,6.84,1.03,,18490,K0,
3.9533,-24.6316,7.24,0.217,,18492,A5IV/V,
3.9545,41.8806,6.84,0.115,,18499,A2,
3.9571,63.0723,4.95,-0.074,,18505,B9.5V,
3.9573,24.4619,6.19,1.372,,18508,K0,
3.9598,36.4913,6.98,0.428,,18518,F0,
3.9642,40.0102,2.9,-0.199,,18532,B0.5V,
3.9672,-13.5085,2.97,1.588,Zaurak,18543,M1IIIb Ca-1,
3.9674,72.7246,6.63,1.266,,18545,K0,
3.9675,34.814,6.54,0.228,,18547,A8V,
3.9709,-49.61,6.94,1.07,,18554,K0III,
3.9725,24.0811,7.21,0.035,,18559,B9,
3.9748,38.8403,6.32,1.081,,18565,K1III:,
3.977,11.0275,7.24,1.696,,18581,M...,
3.9773,53.9887,7.03,0.25,,18585,A7V SB,
3.9778,-3.6652,7.07,1.061,,18588,G5,
3.9786,-57.1024,6.05,0.439,,18592,F2IV,
3.9791,-61.4002,4.56,1.59,,18597,M2III,
3.9805,57.4509,6.96,0.103,,18602,A0,
3.9812,-5.4699,5.85,1.001,,18606,G9V,
3.9827,35.791,3.98,0.016,Menkib,18614,O7.5Iab:,
3.9888,13.975,6.77,1.178,,18634,G5,
3.989,-43.9175,6.83,1.073,,18635,K1III,
3.9917,-12.5744,5.61,1.479,,18647,K4III,
3.9937,-56.4728,6.82,0.246,,18656,A2m...,
3.9944,38.8204,6.51,0.113,,18657,A1Vp...,
3.9946,10.3304,6.35,0.417,,18658,F5V,
3.9987,-24.0162,4.62,-0.121,,18673,Ap Si,
3.9998,-61.8948,6.7,1.516,,18677,K4III,
4.0001,-19.2467,7.12,0.508,,18678,F7V,
4.0005,-42.3901,7.2,1.177,,18679,K1/K2III,
4.0029,40.0137,6.89,0.135,,18688,A0,
4.0043,-51.565,6.51,1.651,,18691,M1III,
4.0102,17.2967,6.31,0.056,,18717,A0V,
4.0113,-30.4907,5.93,0.036,,18723,A1V,
4.0113,12.4903,3.41,-0.099,,18724,B3V + A,
4.0121,-71.1668,6.6,0.08,,18729,A1/A2V,
4.0125,-58.6617,7.03,0.109,,18731,A2V,
4.0135,18.194,5.89,0.319,,18735,F4V...,
4.0149,-62.1593,4.48,1.5,,18744,M4III,
4.0158,23.2015,6.52,0.103,,18748,B9V,
4.0186,20.1992,6.76,1.055,,18762,K1III,
4.0208,36.9895,6.39,-0.005,,18769,A0V,
4.0213,40.0946,7.2,0.396,,18770,F2,
4.0216,-46.1373,7.24,1.02,,18771,K0III,
4.0217,-61.0788,4.97,1.386,,18772,K4III,
4.0239,28.5019,7.08,0.173,,18781,A0,
4.0239,47.4504,7.14,1.041,,18782,K0,
4.0256,-1.5497,5.28,-0.133,,18788,B5V,
4.027,53.8659,7.04,1.138,,18795,G0Ib,
4.0295,9.998,5.67,0.005,,18805,B5V,
4.0343,-34.4822,6.73,0.628,,18824,G1/G2V,
4.0408,-61.3569,6.74,0.667,,18844,G5IV-V,
4.0411,-78.6331,6.63,1.075,,18847,K0III,
4.0414,3.8472,6.91,0.029,,18850,B8,
4.0435,-0.2689,5.38,0.516,,18859,F5V,Gl 159
4.044,-0.801,6.93,0.031,,18863,A0,
4.0464,-22.5945,6.9,1.157,,18875,K1III,
4.0499,9.2085,6.91,0.466,,18893,F8,
4.0499,-48.3688,6.95,1.23,,18894,K2III,
4.0526,5.9893,3.91,0.032,,18907,A1V,
4.0529,8.8826,6.65,1.064,,18911,K0,
4.0531,78.2028,6.98,1.051,,18913,K0,
4.0553,3.0777,7.15,0.261,,18921,F0,
4.0559,3.1878,7.08,1.667,,18922,K2,
4.0561,48.8409,6.97,0.543,,18923,F7IVn,
4.0569,-20.1438,6.47,-0.178,,18926,B3V,
4.058,-24.4601,7.24,1.449,,18931,M3/M4III,
4.0594,-25.8479,6.57,1.631,,18939,M2III,
4.0602,-20.1588,7.01,1.227,,18942,K2IIICN...,
4.0609,-47.8619,6.62,0.214,,18950,A4/A5IV,
4.0623,81.875,7.22,1.056,,18954,K0,
4.0623,-37.0703,7.16,0.311,,18956,A5m,
4.0624,5.4356,5.32,-0.08,,18957,B3V,
4.0657,8.1973,5.45,0.371,,18975,F2V,
4.0686,39.5097,7.13,0.68,,18986,G5,
4.0691,-16.5887,6.36,1.266,,18990,K2/K3III/IV,
4.0694,2.8269,5.36,0.505,,18993,F6IV,
4.0727,24.106,5.46,0.813,,19009,G0III...,
4.073,-12.7923,5.62,1.062,,19011,K1III,
4.0742,59.1555,5,0.495,,19018,F0II,
4.0769,55.0665,6.55,0.466,,19030,F2IV,
4.0777,17.5176,6.64,1.118,,19036,K2III,
4.078,-20.3819,6.12,1.157,,19037,K1II,
4.0783,22.0819,4.36,1.064,,19038,K0III,
4.0786,32.5712,6.87,0,,19039,B3V,
4.0815,-2.4271,7.07,-0.001,,19049,A0,
4.0873,-1.0118,6.97,0.752,,19070,G5,
4.0878,-0.5691,7.13,0.476,,19074,F5,
4.089,22.0089,5.9,0.62,,19076,G5V,Gl 160
4.0926,31.4972,7.21,1.675,,19087,K5,
4.0933,34.2392,6.64,0.453,,19089,F2,
4.0935,-31.051,6.94,0.548,,19091,F6V,
4.0937,-27.6518,5.59,0.324,,19095,F0IV/V,GJ 9143
4.0949,10.0371,6.72,1.034,,19103,G5,
4.0963,-20.5126,6.34,0.918,,19111,G8/K0III,
4.0984,-10.2958,7.03,1.555,,19116,M4III,
4.099,-8.8561,6.27,0.063,,19121,A3V,
4.1006,46.9256,6.77,0.153,,19127,A2,
4.1009,68.68,5.88,1.543,,19129,K2III,
4.1022,62.1018,6.76,0.235,,19139,B0.5III,
4.1097,50.3513,4.25,-0.011,,19167,A0IVn,
4.1101,27.5999,5.18,-0.124,,19171,B9p Si,
4.1102,54.0087,6.31,0.983,,19172,K0III-IV,
4.1103,-18.0508,6.6,1.429,,19174,K3III,
4.1108,65.5208,6.14,0.145,,19177,A3m,
4.1108,32.3851,7.05,0.035,,19178,B3V...,
4.1142,-49.6285,6.86,0.405,,19196,F3IV/V,
4.1155,33.4464,6.7,-0.009,,19201,B5V:p SB,
4.1161,-21.9941,6.65,0.24,,19202,A5m...,
4.1168,29.0013,5.21,0.359,,19205,F1V,
4.1168,-10.0005,6.88,0.576,,19206,G0,
4.1196,74.0004,6.49,0.977,,19222,K0,
4.12,56.7377,7.15,0.944,,19224,K0IV,
4.121,-9.7578,6.77,1.177,,19226,K0,
4.1226,-64.2223,6.37,0.636,,19233,G3V,Gl 162.1
4.1233,75.175,7.22,0.531,,19237,F8V,
4.1237,-42.9168,6.59,0.899,,19242,K0III,
4.1238,74.6365,6.8,0.966,,19243,K0,
4.1248,-6.0074,6.91,0.152,,19249,A2,
4.1262,38.0745,7.13,0.865,,19255,G5,
4.1271,-37.062,6.71,1.305,,19256,K3III,
4.1283,15.1628,6.02,0.397,,19261,F3V,
4.1304,62.3329,7.08,0.375,,19270,B0V,
4.1309,62.3301,6.95,0.386,,19272,B0III,
4.1332,17.3399,5.89,1.497,,19284,K5III,
4.1338,43.1792,7.05,1.224,,19287,K0,
4.137,43.1911,6.57,-0.011,,19298,B8,
4.1376,37.7275,6.07,0.943,,19302,K1III,
4.1427,-45.8648,6.58,0.386,,19331,F2V,
4.1435,38.0397,5.52,0.52,,19335,F7V,Gl 161.1
4.1442,25.8778,7.2,1.393,,19341,G8II,
4.1444,47.7125,3.96,-0.025,,19343,B3Ve,
4.145,10.0994,6.79,1.697,,19348,M0,
4.1463,-8.6703,7.15,0.027,,19354,B9,
4.1465,50.2005,6.95,0.095,,19356,A0,
4.1477,23.8711,6.97,1.143,,19361,K2,
4.1482,23.0986,6.87,0.306,,19363,A3,
4.1491,41.504,6.98,0.134,,19370,A3,
4.1504,13.3983,5.94,0.052,,19376,B9.5V,
4.1528,19.6092,5.51,1.077,,19388,K2III,
4.155,-16.3859,5.45,-0.147,,19398,B5IV,
4.1557,-7.9291,7.2,0.22,,19399,A2,
4.1562,54.8289,6.25,0.448,,19400,F5V,
4.1562,73.5704,6.76,0.548,,19402,F5,
4.1568,58.5601,7.08,0.345,,19408,F0,
4.1576,6.7251,6.74,0.098,,19411,B9,
4.1577,59.9081,6.29,1.112,,19412,G8II,
4.1608,31.6521,6.88,0.55,,19428,F5,
4.1614,-7.8929,7.03,0.712,,19431,G0,GJ 3264
4.1619,3.3227,6.49,0.443,,19434,F2,
4.1636,-3.5735,6.84,0.045,,19440,A0,
4.1646,-19.287,7.02,0.949,,19446,K0III,
4.1663,-19.0029,7.16,1.147,,19452,K0III,
4.1664,-25.0419,6.95,1.124,,19453,K0/K1III,
4.1668,86.6261,5.84,0.393,,19454,F5IV,
4.1672,68.3736,7.24,0.33,,19458,F0,
4.1674,80.6987,5.1,0.589,,19461,G8III+...,
4.1676,-34.4977,7.22,1.628,,19463,M2III,
4.1687,-61.5989,7.16,0.551,,19467,F7/F8V,
4.1726,39.2257,7.02,0.413,,19480,F0,
4.1729,-6.9239,5.44,0.941,,19483,G8III,
4.1784,18.4233,6.61,0.427,,19504,F6V,
4.1794,-35.2738,6.43,1.07,,19509,K2IIIp...,
4.1799,-8.8198,5.7,1.057,,19511,G9III:,
4.1805,26.481,5.39,0.352,,19513,F2IV-V,
4.1807,-41.9936,4.93,0.334,,19515,A9V,
4.182,15.9467,7.18,0.148,,19519,A0,
4.1831,33.5868,5.75,1.412,,19525,K1II-III,
4.1843,16.647,6.97,0.344,,19529,B8,
4.1859,2.3184,7.01,1.799,,19545,M...,
4.187,41.7474,6.98,1.075,,19550,K0,
4.189,5.523,5.71,0.36,,19554,F4V,
4.1904,-15.9684,7.01,1.488,,19562,K2/K3IIICN.,
4.1921,-0.4225,6.59,1.107,,19569,K0,
4.1934,-20.3562,5.8,0.165,,19571,A1V + (F/G),
4.1953,-47.0855,7.07,0.947,,19577,K0III,
4.1978,-6.8376,4.04,0.327,Beid,19587,F2II-III,
4.1989,-8.8375,6.45,0.95,,19590,G5,
4.1997,-53.4121,7.07,1.16,,19597,K2III,
4.2001,-17.2747,6.41,0.968,,19601,K0III,
4.2026,0.7356,6.62,0.916,,19611,G5,
4.2038,79.03,6.92,1.146,,19619,K0,
4.2057,-4.4103,6.7,1.584,,19626,K5,
4.2069,23.5746,7.16,1.014,,19634,G6III,
4.2086,-36.1526,7.12,0.409,,19639,F3V,
4.2087,17.2775,6.09,1.081,,19641,K0III,
4.2088,-44.3682,6.7,1.455,,19642,K3/K4III,
4.2133,-23.8212,6.61,1.644,,19666,M0III,
4.2142,22.4135,6.14,0.171,,19672,B9IIIsp...,
4.2144,68.5012,6.33,1.169,,19673,K0,
4.2156,-6.3883,6.76,1.074,,19677,K0,
4.2162,32.5327,6.69,1.704,,19679,K0,
4.2174,-32.7949,7.03,0.235,,19688,A6V,
4.2176,-23.1283,6.78,0.351,,19690,F2IV/V,
4.2208,-70.4204,6.99,0.324,,19704,A9IV,
4.2249,-10.3872,7.23,1.523,,19717,M6III,
4.2253,8.8903,6.52,0.155,,19718,A2m,
4.2259,7.716,5.29,0.366,,19719,F3V...,
4.2263,10.2125,6.24,0.021,,19720,B8Vn,
4.2266,-40.3578,6.36,1.468,,19721,K3III,
4.2273,-1.1497,6.45,-0.125,,19725,B5IV,
4.2281,49.0939,6.92,0.91,,19727,G5,
4.2291,72.1261,6.05,1.019,,19730,K1III,
4.2296,-84.4858,7.2,-0.094,,19732,B1Iab:,
4.2305,12.7537,6.25,1.143,,19736,K0,
4.2323,9.2638,4.84,0.799,,19740,G5III,
4.2326,-37.0304,6.99,1.48,,19741,K3III:,
4.233,-32.0421,6.98,1.013,,19743,K0III,
4.2332,37.9671,6.47,1.029,,19746,G9III,
4.2334,-42.2944,3.85,1.085,,19747,K1III,
4.2343,-30.1127,7.19,1.08,,19751,K0III,
4.2343,-15.9931,7.19,1.694,,19752,M1III,
4.236,-46.1324,6.77,0.577,,19758,F8/G0V,
4.2384,12.3481,6.74,0.677,,19767,G2V,
4.2388,-38.26,6.92,0.987,,19769,G8III,
4.2399,-10.2563,4.87,1.156,,19777,K3III,
4.2404,-62.4739,3.33,0.915,Rhombus,19780,G7III,
4.2407,23.6964,6.77,1.133,,19785,K0,
4.2418,22.4519,7.05,0.424,,19789,F5V,
4.2419,-75.8081,7.24,1.58,,19790,M1III,
4.2429,10.7014,7.11,0.514,,19796,F8V,
4.2434,10.0114,5.22,-0.085,,19799,B9Vn,
4.2468,-62.1918,5.45,1.106,,19805,K0III,
4.2478,37.5427,6.31,0.958,,19810,G5,
4.2481,40.4837,4.67,1.007,,19811,G5II comp,
4.2483,48.4093,4.12,0.935,,19812,G0Ib...,
4.2501,-16.1807,6.94,0.78,,19820,G5IV/V,
4.2505,57.4604,6.06,0.6,,19823,A4III,
4.2529,29.9021,7.11,1.07,,19835,K1IV,
4.2531,-37.1969,6.76,0.13,,19836,A3V,
4.2532,-38.2949,7.06,0.91,,19838,G8IV,
4.2539,44.7678,7.23,0.242,,19843,A0,
4.2545,-7.6529,4.43,0.82,Keid,19849,K1V,Gl 166A
4.2572,6.1997,6.94,0.68,,19855,G5IV,
4.2574,-16.4452,6.87,-0.127,,19856,B7III,
4.258,6.1869,6.32,0.57,,19859,G0IV...,
4.2589,8.8924,4.27,-0.054,,19860,B3IV,
4.2629,15.4007,6.31,0.4,,19877,F5Vvar,
4.2629,-23.2377,6.73,0.078,,19878,A1V,
4.263,-18.6404,7.05,0.963,,19879,K0III,
4.2644,-22.1514,6.93,0.072,,19881,A3V,
4.2664,-84.1812,6.99,1.131,,19890,K0/K1III,
4.2671,0.4539,7.16,0.086,,19892,A0,
4.2671,-51.4866,4.26,0.312,,19893,F4III,Gl 167.1
4.2725,-60.9485,6.34,0.097,,19917,Ap EuCr(Sr),
4.2747,-59.3022,4.44,1.078,,19921,K2IV,Gl 167.3
4.2748,-38.8842,7.13,0.165,,19923,A3V,
4.2786,53.6118,5.2,0.052,,19949,A2Vn,
4.2795,-69.7268,7.13,0.96,,19957,G8III,
4.2802,16.2144,6.57,1.101,,19960,K1III,
4.2815,61.85,5.69,-0.116,,19968,B5Vn,
4.2837,19.6757,7.12,0.444,,19975,F5,
4.2856,57.8604,5.72,1.108,,19983,K1III,
4.2865,5.0246,6.91,0.647,,19985,F2,
4.2868,50.8658,6.59,1.72,,19986,K2,
4.2877,20.5786,4.93,0.259,,19990,A3m,
4.2882,2.5297,7.23,1.025,,19994,G5,
4.2887,-6.4722,5.95,1.078,,19996,G8III:,
4.2888,46.2177,7.09,0.364,,20000,A2,
4.2892,57.1783,6.71,0.036,,20004,Ap Sr,
4.2945,-63.2554,5.88,-0.061,,20020,B+...,
4.2953,13.8366,6.9,0.993,,20025,G5,
4.2955,62.3466,7.15,2.038,,20027,M2.5,
4.2974,67.0886,6.89,-0.021,,20037,B8,
4.2977,80.5358,6.39,0.947,,20039,K0,
4.2982,-33.7983,3.55,-0.108,,20042,B9V,
4.2988,58.7908,7.09,0.124,,20046,A0,
4.2998,-80.214,5.67,0.836,,20049,K2/K3III+..,
4.3023,42.1412,6.22,-0.072,,20063,B9V,
4.304,-14.6388,6.86,0.952,,20069,K0III,
4.3041,50.2955,4.6,0.043,,20070,A2V,
4.3045,-20.7153,6,1.597,,20075,M4III,
4.3064,21.5793,5.64,0.277,,20087,F0V,
4.3068,9.4872,6.54,0.165,,20089,A4III,
4.3104,-22.9697,6.09,0.302,,20106,A3m...,
4.3111,-52.8601,6.08,0.489,,20109,A8V+...,
4.3134,-54.1355,7.16,0.107,,20117,A1V,
4.3175,-33.9046,6.36,0.132,,20138,A+...,
4.3184,-79.5209,6.96,0.201,,20144,A7III/IV,
4.3187,-47.5677,7.08,1.219,,20145,K1III,
4.3203,42.3812,6.98,0.456,,20155,F5,
4.3203,50.0487,5.46,0.235,,20156,A7V,
4.3213,-44.2679,5.33,1.066,,20161,K2III,
4.3239,21.1423,5.5,-0.069,,20171,B9IV,
4.3251,37.9984,7.17,0.363,,20176,F0,
4.3253,-8.1196,6.95,-0.009,,20179,A0,
4.3269,21.7735,5.34,-0.107,,20186,A0p Si,
